,Total Late Night,Total Morning,Total Day,Total Night,,,,Percent Morning,Percent Day,Percent Night,Percent Late Night,Average Ride Revenue
714,22,60,57,84,,,,0.269058296,0.255605381,0.376681614,0.098654709,12.18108798
715,13,0,14,14,,,,0,0.341463415,0.341463415,0.317073171,17.78187974
716,0,11,25,0,,,,0.305555556,0.694444444,0,0,12.81266995
717,13,0,11,10,,,,0,0.323529412,0.294117647,0.382352941,16.85705193
718,3,35,9,5,,,,0.673076923,0.173076923,0.096153846,0.057692308,13.05000082
719,1,5,31,29,,,,0.075757576,0.46969697,0.439393939,0.015151515,11.97274607
720,0,8,13,6,,,,0.296296296,0.481481481,0.222222222,0,13.75760094
721,10,0,121,157,,,,0,0.420138889,0.545138889,0.034722222,13.02705915
722,202,128,47,40,,,,0.306954436,0.112709832,0.095923261,0.48441247,14.60620283
723,0,0,0,0,,,,0,0,0,0,0
724,189,63,102,268,,,,0.101286174,0.163987138,0.430868167,0.303858521,16.32411766
725,260,49,0,150,,,,0.106753813,0,0.326797386,0.566448802,20.60674675
726,1,104,69,86,,,,0.4,0.265384615,0.330769231,0.003846154,14.22712573
727,85,74,149,207,,,,0.14368932,0.289320388,0.401941748,0.165048544,12.69563752
728,95,90,41,184,,,,0.219512195,0.1,0.448780488,0.231707317,13.90573308
729,0,37,89,80,,,,0.17961165,0.432038835,0.388349515,0,12.92105603
730,55,23,147,129,,,,0.064971751,0.415254237,0.36440678,0.155367232,12.64301936
731,0,0,0,0,,,,0,0,0,0,0
732,0,15,13,26,,,,0.277777778,0.240740741,0.481481481,0,15.97327593
733,1,104,52,14,,,,0.608187135,0.304093567,0.081871345,0.005847953,15.70698358
734,0,0,0,0,,,,0,0,0,0,0
735,64,0,35,135,,,,0,0.14957265,0.576923077,0.273504274,13.42486768
736,1,29,12,11,,,,0.547169811,0.226415094,0.20754717,0.018867925,13.59982715
737,0,0,23,18,,,,0,0.56097561,0.43902439,0,13.90956553
738,0,0,0,0,,,,0,0,0,0,0
739,0,25,11,7,,,,0.581395349,0.255813953,0.162790698,0,11.80324406
740,22,10,79,223,,,,0.02994012,0.236526946,0.667664671,0.065868263,13.49181246
741,26,16,53,101,,,,0.081632653,0.270408163,0.515306122,0.132653061,13.13641852
742,201,34,33,342,,,,0.055737705,0.054098361,0.560655738,0.329508197,12.42909842
743,10,159,189,124,,,,0.329875519,0.392116183,0.257261411,0.020746888,14.39989076
744,65,15,13,134,,,,0.066079295,0.057268722,0.59030837,0.286343612,13.23551054
745,6,27,63,179,,,,0.098181818,0.229090909,0.650909091,0.021818182,15.72575176
746,85,26,93,95,,,,0.086956522,0.311036789,0.317725753,0.284280936,14.21933634
747,0,33,23,2,,,,0.568965517,0.396551724,0.034482759,0,20.10586662
748,5,1,27,37,,,,0.014285714,0.385714286,0.528571429,0.071428571,17.95952572
749,61,73,22,41,,,,0.370558376,0.111675127,0.208121827,0.30964467,13.47488337
750,0,0,0,0,,,,0,0,0,0,10.76464871
751,5,0,15,171,,,,0,0.078534031,0.895287958,0.02617801,12.81035455
752,0,4,34,1,,,,0.102564103,0.871794872,0.025641026,0,11.5901049
753,92,0,109,211,,,,0,0.264563107,0.512135922,0.223300971,14.0702334
754,0,14,26,14,,,,0.259259259,0.481481481,0.259259259,0,12.67479741
755,0,11,12,11,,,,0.323529412,0.352941176,0.323529412,0,12.78253494
756,1,3,8,23,,,,0.085714286,0.228571429,0.657142857,0.028571429,18.06241406
757,74,185,44,257,,,,0.330357143,0.078571429,0.458928571,0.132142857,13.30901249
758,2,6,12,8,,,,0.214285714,0.428571429,0.285714286,0.071428571,11.60538011
759,6,0,100,224,,,,0,0.303030303,0.678787879,0.018181818,12.87550548
760,180,82,54,218,,,,0.153558052,0.101123596,0.4082397,0.337078652,13.25354877
761,14,2,3,34,,,,0.037735849,0.056603774,0.641509434,0.264150943,10.96664254
762,5,4,17,5,,,,0.129032258,0.548387097,0.161290323,0.161290323,16.3893832
763,0,0,7,24,,,,0,0.225806452,0.774193548,0,13.96885284
764,292,5,15,397,,,,0.007052186,0.021156559,0.559943583,0.411847673,12.31854951
765,0,0,0,0,,,,0,0,0,0,0
766,96,4,44,135,,,,0.014336918,0.157706093,0.483870968,0.344086022,15.40579179
767,8,69,110,111,,,,0.231543624,0.369127517,0.372483221,0.026845638,12.89443347
768,0,10,9,8,,,,0.37037037,0.333333333,0.296296296,0,14.20770864
769,27,66,155,115,,,,0.181818182,0.426997245,0.316804408,0.074380165,17.04839097
770,43,297,85,156,,,,0.511187608,0.146299484,0.268502582,0.074010327,13.43478642
771,0,10,1,18,,,,0.344827586,0.034482759,0.620689655,0,12.36572879
772,14,13,12,14,,,,0.245283019,0.226415094,0.264150943,0.264150943,13.97245397
773,60,38,43,125,,,,0.142857143,0.161654135,0.469924812,0.22556391,12.70789444
774,17,0,30,7,,,,0,0.555555556,0.12962963,0.314814815,13.56351378
775,0,18,10,15,,,,0.418604651,0.23255814,0.348837209,0,16.07514352
776,22,16,57,169,,,,0.060606061,0.215909091,0.640151515,0.083333333,12.1519088
777,1,0,1,17,,,,0,0.052631579,0.894736842,0.052631579,11.28488217
778,6,11,58,111,,,,0.059139785,0.311827957,0.596774194,0.032258065,14.36027234
779,0,167,113,56,,,,0.49702381,0.336309524,0.166666667,0,13.16482423
780,17,35,67,160,,,,0.125448029,0.240143369,0.573476703,0.0609319,13.75901883
781,0,67,110,57,,,,0.286324786,0.47008547,0.243589744,0,15.37019486
782,106,48,31,203,,,,0.12371134,0.079896907,0.523195876,0.273195876,14.60013456
783,0,0,0,0,,,,0,0,0,0,0
784,0,30,106,83,,,,0.136986301,0.484018265,0.378995434,0,12.84159328
785,81,28,91,248,,,,0.0625,0.203125,0.553571429,0.180803571,16.76897124
786,83,14,16,122,,,,0.059574468,0.068085106,0.519148936,0.353191489,17.6190593
787,1,1,20,24,,,,0.02173913,0.434782609,0.52173913,0.02173913,11.83254378
788,1,39,114,86,,,,0.1625,0.475,0.358333333,0.004166667,14.00090516
789,11,18,1,9,,,,0.461538462,0.025641026,0.230769231,0.282051282,14.28258929
790,35,1,26,166,,,,0.004385965,0.114035088,0.728070175,0.153508772,12.41328536
791,0,1,9,17,,,,0.037037037,0.333333333,0.62962963,0,10.2227792
792,0,0,16,32,,,,0,0.333333333,0.666666667,0,13.92502982
793,83,96,53,205,,,,0.219679634,0.121281465,0.469107551,0.18993135,14.28055031
794,27,2,1,24,,,,0.037037037,0.018518519,0.444444444,0.5,19.68877823
795,1,9,19,19,,,,0.1875,0.395833333,0.395833333,0.020833333,26.40280564
796,0,0,0,0,,,,0,0,0,0,0
797,3,9,8,2,,,,0.409090909,0.363636364,0.090909091,0.136363636,10.8889713
798,0,9,27,14,,,,0.18,0.54,0.28,0,11.85160902
799,0,0,0,0,,,,0,0,0,0,0
800,1,6,9,27,,,,0.139534884,0.209302326,0.627906977,0.023255814,15.08935059
801,0,0,0,0,,,,0,0,0,0,13.34553041
802,19,0,0,8,,,,0,0,0.296296296,0.703703704,12.32954152
803,25,0,9,26,,,,0,0.15,0.433333333,0.416666667,18.45508245
804,0,0,0,0,,,,0,0,0,0,0
805,68,144,50,190,,,,0.318584071,0.110619469,0.420353982,0.150442478,14.33694438
806,33,70,111,84,,,,0.234899329,0.372483221,0.281879195,0.110738255,13.27532998
807,0,135,167,23,,,,0.415384615,0.513846154,0.070769231,0,12.76053635
808,120,21,95,136,,,,0.056451613,0.255376344,0.365591398,0.322580645,14.49438343
809,11,0,6,17,,,,0,0.176470588,0.5,0.323529412,13.52050232
810,20,2,7,29,,,,0.034482759,0.120689655,0.5,0.344827586,12.58197737
811,22,127,51,53,,,,0.501976285,0.201581028,0.209486166,0.086956522,14.54792191
812,0,0,0,0,,,,0,0,0,0,0
813,0,133,88,17,,,,0.558823529,0.369747899,0.071428571,0,14.27215586
814,2,8,16,18,,,,0.181818182,0.363636364,0.409090909,0.045454545,14.80783205
815,18,1,8,10,,,,0.027027027,0.216216216,0.27027027,0.486486486,10.85131632
816,91,23,59,117,,,,0.079310345,0.203448276,0.403448276,0.313793103,15.02638671
817,0,0,0,0,,,,0,0,0,0,0
818,62,25,49,96,,,,0.107758621,0.211206897,0.413793103,0.267241379,14.61349423
819,70,2,8,197,,,,0.007220217,0.028880866,0.711191336,0.252707581,12.16514473
820,80,41,29,224,,,,0.109625668,0.077540107,0.598930481,0.213903743,12.44066641
821,0,17,16,0,,,,0.515151515,0.484848485,0,0,15.17740683
822,28,33,167,181,,,,0.080684597,0.408312958,0.442542787,0.068459658,13.68449906
823,4,0,18,31,,,,0,0.339622642,0.58490566,0.075471698,13.01599741
824,0,92,102,57,,,,0.366533865,0.406374502,0.227091633,0,13.69507684
825,0,0,16,28,,,,0,0.363636364,0.636363636,0,13.72893538
826,3,0,6,35,,,,0,0.136363636,0.795454545,0.068181818,13.95883064
827,0,8,159,57,,,,0.035714286,0.709821429,0.254464286,0,13.57345384
828,0,20,12,12,,,,0.454545455,0.272727273,0.272727273,0,18.48361846
829,66,16,213,209,,,,0.031746032,0.422619048,0.41468254,0.130952381,12.84276293
830,0,7,122,112,,,,0.029045643,0.506224066,0.46473029,0,13.64418675
831,13,145,102,118,,,,0.383597884,0.26984127,0.312169312,0.034391534,12.94140243
832,0,0,0,0,,,,0,0,0,0,0
833,0,4,27,7,,,,0.105263158,0.710526316,0.184210526,0,14.02277511
834,0,0,0,0,,,,0,0,0,0,15.02676529
835,72,0,1,177,,,,0,0.004,0.708,0.288,12.47555903
836,60,86,70,28,,,,0.352459016,0.286885246,0.114754098,0.245901639,12.86382305
837,7,0,0,46,,,,0,0,0.867924528,0.132075472,13.43205484
838,75,7,50,111,,,,0.028806584,0.205761317,0.456790123,0.308641975,17.52608556
839,0,7,17,6,,,,0.233333333,0.566666667,0.2,0,10.25855135
840,39,158,62,59,,,,0.496855346,0.194968553,0.185534591,0.122641509,16.1341894
841,20,18,4,14,,,,0.321428571,0.071428571,0.25,0.357142857,16.41375707
842,0,1,9,25,,,,0.028571429,0.257142857,0.714285714,0,15.42635168
843,20,107,30,65,,,,0.481981982,0.135135135,0.292792793,0.09009009,13.95993591
844,0,1,13,9,,,,0.043478261,0.565217391,0.391304348,0,16.7362951
845,7,25,0,12,,,,0.568181818,0,0.272727273,0.159090909,11.74152127
846,0,1,7,26,,,,0.029411765,0.205882353,0.764705882,0,12.63915685
847,74,3,43,155,,,,0.010909091,0.156363636,0.563636364,0.269090909,20.07710059
848,24,27,96,59,,,,0.131067961,0.466019417,0.286407767,0.116504854,12.13530012
849,0,0,0,0,,,,0,0,0,0,11.85714688
850,0,0,0,0,,,,0,0,0,0,0
851,0,7,2,23,,,,0.21875,0.0625,0.71875,0,8.956325361
852,0,70,101,104,,,,0.254545455,0.367272727,0.378181818,0,13.86303207
853,14,8,12,11,,,,0.177777778,0.266666667,0.244444444,0.311111111,12.05643896
854,171,126,53,225,,,,0.219130435,0.092173913,0.391304348,0.297391304,12.29533527
855,2,0,8,27,,,,0,0.216216216,0.72972973,0.054054054,15.05099758
856,9,0,2,28,,,,0,0.051282051,0.717948718,0.230769231,16.11763109
857,8,0,1,21,,,,0,0.033333333,0.7,0.266666667,14.11776057
858,0,0,0,0,,,,0,0,0,0,0
859,102,15,39,127,,,,0.053003534,0.137809187,0.448763251,0.360424028,12.93597209
860,0,0,0,0,,,,0,0,0,0,0
861,0,0,0,0,,,,0,0,0,0,0
862,1,92,166,240,,,,0.184368737,0.332665331,0.480961924,0.002004008,12.81801555
863,1,25,131,84,,,,0.10373444,0.543568465,0.348547718,0.004149378,14.05806599
864,34,29,36,89,,,,0.154255319,0.191489362,0.473404255,0.180851064,12.94884808
865,6,57,130,52,,,,0.232653061,0.530612245,0.212244898,0.024489796,12.35520094
866,58,2,5,169,,,,0.008547009,0.021367521,0.722222222,0.247863248,12.12242065
867,10,40,97,84,,,,0.173160173,0.41991342,0.363636364,0.043290043,12.16389151
868,0,125,83,31,,,,0.523012552,0.347280335,0.129707113,0,13.94100519
869,0,0,0,0,,,,0,0,0,0,0
870,0,45,11,2,,,,0.775862069,0.189655172,0.034482759,0,16.36237324
871,133,16,29,168,,,,0.046242775,0.083815029,0.485549133,0.384393064,13.0820811
872,24,4,97,198,,,,0.012383901,0.300309598,0.613003096,0.074303406,16.46854829
873,0,0,0,0,,,,0,0,0,0,0
874,3,3,4,48,,,,0.051724138,0.068965517,0.827586207,0.051724138,15.88253537
875,87,4,44,85,,,,0.018181818,0.2,0.386363636,0.395454545,12.51585424
876,0,7,31,33,,,,0.098591549,0.436619718,0.464788732,0,14.86798595
877,3,0,8,16,,,,0,0.296296296,0.592592593,0.111111111,13.16195539
878,157,45,47,357,,,,0.074257426,0.077557756,0.589108911,0.259075908,13.18840268
879,10,42,49,159,,,,0.161538462,0.188461538,0.611538462,0.038461538,14.07132924
880,15,70,66,226,,,,0.185676393,0.175066313,0.599469496,0.039787798,13.19337323
881,0,48,115,67,,,,0.208695652,0.5,0.291304348,0,13.88670239
882,130,84,60,39,,,,0.268370607,0.191693291,0.124600639,0.415335463,14.41197907
883,51,141,47,194,,,,0.325635104,0.108545035,0.448036952,0.11778291,13.16346029
884,53,10,81,204,,,,0.028735632,0.232758621,0.586206897,0.152298851,13.77766186
885,40,0,148,320,,,,0,0.291338583,0.62992126,0.078740157,13.29102376
886,0,0,0,0,,,,0,0,0,0,0
887,0,152,208,182,,,,0.280442804,0.383763838,0.335793358,0,13.75546519
888,0,20,21,8,,,,0.408163265,0.428571429,0.163265306,0,13.3876979
889,1,7,1,17,,,,0.269230769,0.038461538,0.653846154,0.038461538,15.22583913
890,6,0,3,36,,,,0,0.066666667,0.8,0.133333333,12.81559651
891,30,25,127,137,,,,0.078369906,0.398119122,0.429467085,0.094043887,13.68418697
892,32,61,69,125,,,,0.212543554,0.240418118,0.43554007,0.111498258,14.67528713
893,9,220,20,314,,,,0.390763766,0.035523979,0.557726465,0.01598579,13.11323344
894,2,4,24,2,,,,0.125,0.75,0.0625,0.0625,12.94374026
895,0,5,12,24,,,,0.12195122,0.292682927,0.585365854,0,12.58095847
896,0,0,0,0,,,,0,0,0,0,0
897,0,181,126,5,,,,0.580128205,0.403846154,0.016025641,0,13.42308275
898,0,8,3,36,,,,0.170212766,0.063829787,0.765957447,0,13.28964847
899,0,0,0,0,,,,0,0,0,0,0
900,0,7,12,10,,,,0.24137931,0.413793103,0.344827586,0,23.20566977
901,32,117,110,151,,,,0.285365854,0.268292683,0.368292683,0.07804878,14.58884711
902,118,2,30,274,,,,0.004716981,0.070754717,0.646226415,0.278301887,12.61776034
903,69,3,23,97,,,,0.015625,0.119791667,0.505208333,0.359375,13.80594184
904,0,0,2,27,,,,0,0.068965517,0.931034483,0,14.98674064
905,0,0,9,22,,,,0,0.290322581,0.709677419,0,12.83765247
906,1,162,230,35,,,,0.378504673,0.537383178,0.081775701,0.002336449,14.27158436
907,17,0,0,33,,,,0,0,0.66,0.34,13.52601889
908,20,0,1,8,,,,0,0.034482759,0.275862069,0.689655172,15.61595417
909,0,2,22,11,,,,0.057142857,0.628571429,0.314285714,0,16.68789784
910,0,0,0,0,,,,0,0,0,0,0
911,37,25,136,202,,,,0.0625,0.34,0.505,0.0925,13.44950115
912,0,4,41,5,,,,0.08,0.82,0.1,0,11.00206706
913,19,1,10,18,,,,0.020833333,0.208333333,0.375,0.395833333,12.33544932
914,9,5,12,24,,,,0.1,0.24,0.48,0.18,17.60633914
915,42,23,44,109,,,,0.105504587,0.201834862,0.5,0.19266055,16.52206318
916,1,15,43,24,,,,0.180722892,0.518072289,0.289156627,0.012048193,15.19751682
917,10,4,11,18,,,,0.093023256,0.255813953,0.418604651,0.23255814,17.9789159
918,0,59,97,62,,,,0.270642202,0.444954128,0.28440367,0,15.59296349
919,55,0,8,182,,,,0,0.032653061,0.742857143,0.224489796,14.69392451
920,0,0,0,0,,,,0,0,0,0,0
921,0,0,0,0,,,,0,0,0,0,0
922,106,29,47,149,,,,0.087613293,0.141993958,0.450151057,0.320241692,13.67351199
923,3,44,114,162,,,,0.13622291,0.352941176,0.501547988,0.009287926,12.82439374
924,4,5,3,7,,,,0.263157895,0.157894737,0.368421053,0.210526316,10.83529211
925,34,112,21,32,,,,0.56281407,0.105527638,0.16080402,0.170854271,15.77922841
926,5,5,25,12,,,,0.106382979,0.531914894,0.255319149,0.106382979,13.92920468
927,13,2,1,16,,,,0.0625,0.03125,0.5,0.40625,14.10221304
928,12,69,277,157,,,,0.133980583,0.537864078,0.304854369,0.023300971,12.76704532
929,5,49,314,54,,,,0.116113744,0.744075829,0.127962085,0.011848341,12.21300992
930,175,3,7,104,,,,0.010380623,0.024221453,0.359861592,0.605536332,12.63225154
931,4,1,12,16,,,,0.03030303,0.363636364,0.484848485,0.121212121,14.43383628
932,13,62,120,47,,,,0.256198347,0.495867769,0.194214876,0.053719008,14.84556883
933,2,237,127,119,,,,0.488659794,0.26185567,0.245360825,0.004123711,13.27485793
934,0,9,26,0,,,,0.257142857,0.742857143,0,0,10.96354099
935,72,131,53,150,,,,0.322660099,0.130541872,0.369458128,0.177339901,15.42616895
936,165,66,11,88,,,,0.2,0.033333333,0.266666667,0.5,14.23358721
