,Unnamed: 0,Driver ID,Driver Onboard Date,Number of Rides,Average Ride Distance in Miles,Average Ride Duration in Minutes,Percentage of Prime Rides: ,Total Revenue: ,Average Ride Revenue,Week 1 Rides,Week 2 Rides,Week 3 Rides,Week 4 Rides,Week 5 Rides,Week 6 Rides,Week 7 Rides,Week 8 Rides,Week 9 Rides,Week 10 Rides,Week 11 Rides,Week 12 Rides,Week 13 Rides,First Ride Week,Last Ride Week
263,263,46da643aa47256fef0822a2f288e115b,2016-05-06,195,4.394156801976156,13.437264957264954,35.384615384615394,2673.1024343032964,13.708217611811776,0,0,0,0,0,17,2,9,18,23,24,47,55,6,13
264,264,46e1da1c7fe0602747beb9fe6bbaf037,2016-04-12,33,3.0290602848297308,11.643939393939394,33.333333333333336,363.0448141898749,11.001358005753785,0,0,17,5,0,6,0,0,0,0,5,0,0,3,11
265,265,46fcd24790c5eae35fa517051024bfe7,2016-04-11,298,4.152671531612067,12.825223713646533,32.88590604026846,3835.565066329469,12.871023712514994,0,0,74,8,16,18,56,49,77,0,0,0,0,3,9
266,266,4705afcfaac4e4bd293f613e3b01598f,2016-04-26,320,3.9683930990343863,14.735260416666668,38.75,4271.98289710378,13.34994655344931,0,0,0,0,12,28,14,15,48,44,47,55,57,5,13
267,267,4713aa4cef966a678af02897a0e74043,2016-05-08,223,4.134316042211215,13.799252615844546,48.4304932735426,3101.6952708801946,13.908947403050202,0,0,0,0,0,7,39,15,13,23,51,32,43,6,13
268,268,4742b3f8432af0165e291edc6b8c5e53,2016-04-29,49,5.686359448149996,15.184013605442177,30.612244897959183,766.9752817842511,15.652556771107163,0,0,0,0,4,7,3,5,23,6,1,0,0,5,11
269,269,479c3dccc06056867dd10c7d9fa0f569,2016-03-28,548,4.1429244830745775,13.797718978102191,25.912408759124087,7124.4557959142685,13.000831744369107,72,57,35,0,0,0,43,66,46,51,46,72,60,1,13
270,270,47d53cd40685a32d936cbde7760eb434,2016-04-12,204,4.065830664476511,15.004656862745097,51.470588235294116,2993.518966051302,14.674112578682852,0,0,9,1,38,16,22,28,19,12,16,23,20,3,13
271,271,4856b892095f3afe8607a5ba0121b7b8,2016-03-30,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
272,272,48e49f85bb962b1f77ed152cc32dcd0a,2016-04-29,410,3.798393948496385,15.064837398373985,39.75609756097561,5479.963477196653,13.36576457852842,0,0,0,0,1,59,0,65,36,50,39,100,60,5,13
273,273,490a37e876eb5d48f8e56e0d99461b04,2016-04-29,50,5.500702151192415,15.768666666666665,32.0,779.809071314949,15.596181426298983,0,0,0,0,8,5,14,5,1,5,1,9,2,5,13
274,274,4952bdd8850792b72466848cb4930f10,2016-04-20,227,3.649072985784689,14.069897209985314,40.96916299559472,3063.202625484152,13.494284693762784,0,0,0,14,33,45,47,52,0,26,10,0,0,4,11
275,275,49803452ad1a68e87b448f5129276bc2,2016-04-21,215,4.354811346901995,15.721472868217056,31.627906976744185,2925.8914783762298,13.608797573842931,0,0,0,12,30,17,18,27,29,21,19,20,22,4,13
276,276,4a07b94db0ec6615f30ace6efd2a19cb,2016-04-28,228,4.432371644559969,12.8296783625731,43.85964912280703,3197.0495846144013,14.022147300940356,0,0,0,0,17,2,27,13,26,37,50,33,23,5,13
277,277,4aa585f63fbe04dcded4019662cc47f8,2016-04-17,42,3.3537853731224927,14.987698412698414,23.809523809523807,529.4190219530989,12.605214808407116,0,0,0,6,35,0,1,0,0,0,0,0,0,4,7
278,278,4af132c905d92d74454ca4934ee2450a,2016-04-14,227,4.6417118265955075,14.059691629955948,27.31277533039648,3154.0552194595275,13.894516385284266,0,0,25,45,45,34,15,46,0,0,0,0,17,3,13
279,279,4af6c062ca397fd6b7bd2fb2a91e5964,2016-05-12,53,5.246988628409959,13.288993710691823,43.39622641509435,784.9279472257779,14.809961268410904,0,0,0,0,0,0,18,13,13,1,1,7,0,7,12
280,280,4b52c260ac5817566e61009e4bd23329,2016-04-28,51,6.4679175509044375,14.191176470588234,21.568627450980397,827.8426341554094,16.232208512851166,0,0,0,0,2,0,7,12,0,22,4,0,4,5,13
281,281,4bbf15c7280e29c1df6edd7bf6dfa56a,2016-05-04,60,3.6391833505246467,13.374166666666667,40.0,780.1337553085945,13.00222925514324,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
282,282,4bcc817c8aba8c5569e370b238831e77,2016-05-10,27,3.7827791378936566,12.519753086419751,14.814814814814815,310.95667288557206,11.516913810576742,0,0,0,0,0,0,18,0,0,0,0,9,0,7,12
283,283,4c17ad0240c5e0342da52b55a3c64a49,2016-04-06,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
284,284,4c50a69869b14c84b1fd77ddeb7b0962,2016-04-10,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
285,285,4c5f4c8887459671e65b68826fe750c3,2016-04-17,188,4.246223309727339,14.34840425531915,31.382978723404253,2555.033778885548,13.590605206838024,0,0,9,45,32,4,0,0,1,14,13,38,32,3,13
286,286,4d10262d534bd366736dcabc8d37a3bb,2016-04-13,277,4.798525161715059,14.274849578820698,30.324909747292423,4116.425884697041,14.860743266054296,0,0,26,19,70,68,70,23,0,0,1,0,0,3,11
287,287,4d1e99b879de5fa11e3f5423416f0497,2016-03-31,314,2.872145079214734,14.720859872611465,37.898089171974526,3926.4992544252086,12.504774695621686,25,70,48,61,68,42,0,0,0,0,0,0,0,1,6
288,288,4d40cd073132f01ccef7027f70890b6d,2016-05-04,170,4.233492867737524,15.537058823529414,20.58823529411765,2195.6163952303427,12.915390560178487,0,0,0,0,0,2,7,16,33,36,22,22,32,6,13
289,289,4dc7656f389d5cfcd38bf7870c1ce3e6,2016-05-12,228,4.926831725068073,15.221125730994153,42.10526315789474,3724.9445496404323,16.337476094914173,0,0,0,0,0,0,23,36,48,38,32,28,23,7,13
290,290,4dd633c46b8d78842b1e9dfb7f6a60e7,2016-04-10,39,4.919774406644801,15.715384615384615,35.8974358974359,576.469353615975,14.781265477332694,0,2,7,0,0,6,0,7,3,0,1,9,4,2,13
291,291,4e1fa948dc5295202fa8b7f8062b0d28,2016-05-14,27,5.545774688404586,17.607407407407404,0.0,378.90052312956436,14.033352708502386,0,0,0,0,0,0,0,6,9,2,4,2,4,8,13
292,292,4e428667c6bb84323046e5647dfdfff0,2016-04-25,45,5.59670423900481,14.550370370370368,15.555555555555555,636.7651766821597,14.150337259603548,0,0,0,0,12,21,12,0,0,0,0,0,0,5,7
293,293,4e4d07bdf390e67b633e62d3eaabd3dc,2016-04-26,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
294,294,4e83cce03deeca174a87faaa046a4750,2016-04-09,325,3.5151648406274525,13.019282051282053,31.384615384615387,3948.27055721704,12.148524791437044,0,35,35,38,24,13,23,30,31,26,33,9,28,2,13
295,295,4e9bcae1e2305fe1e6b215cb82833e97,2016-04-11,644,3.6750029158205133,14.450025879917185,45.18633540372671,8876.448000957955,13.783304349313596,0,0,40,51,53,60,66,63,97,48,54,51,61,3,13
296,296,4eb382d1f7d50fae1294964263d1ce82,2016-04-06,831,3.780733069383766,13.913497793822705,38.50782190132371,11087.31734430056,13.342138801805728,0,50,61,54,71,69,57,66,70,72,60,86,115,2,13
297,297,4f06c1412e8f2c16c96abb053997112f,2016-05-03,35,2.3178623357578707,11.38095238095238,60.0,411.0856695684774,11.74530484481364,0,0,0,0,0,5,2,10,7,0,5,0,6,6,13
298,298,4f3187e47f035afbd77a00d4cd536d7f,2016-03-29,320,3.787859075770192,13.497916666666667,32.8125,4052.4174036716913,12.663804386474034,9,3,14,17,36,24,17,36,57,13,28,56,10,1,13
299,299,4f67a5d1152cd3f9f889d61779c27153,2016-04-11,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
300,300,4fc9091d4e900a41a207ee32a639d658,2016-04-19,107,3.398200388410225,13.420404984423676,30.8411214953271,1268.686066753037,11.856879128533055,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
301,301,50eadd94fd0152fd0638a915061c4c94,2016-04-13,246,5.834791033359027,14.031029810298104,21.54471544715447,3686.243399810894,14.984729267523962,0,0,22,36,45,55,20,0,0,0,9,23,36,3,13
302,302,50ec87212107552181f769bdc522b63d,2016-04-11,256,6.9800886931909965,16.506575520833334,18.75,4244.644883035903,16.580644074358997,0,0,6,13,16,28,6,29,18,34,36,34,36,3,13
303,303,512ee3c7f8f9bfa6b7d3d824f5af228d,2016-04-13,219,4.170009737109395,14.349847792998476,26.02739726027397,2821.4357201357902,12.883268128473928,0,0,3,7,0,9,32,32,21,42,22,27,24,3,13
304,304,514da6a81ecbe7cd98fc71045c66aae1,2016-04-22,31,3.90598911114434,13.77741935483871,16.129032258064516,372.47902316477547,12.015452360154047,0,0,0,9,6,9,0,5,2,0,0,0,0,4,9
305,305,5185567c0a5ec03eddbb003364c82b97,2016-05-06,277,5.873116405007429,15.987845968712394,35.379061371841146,4568.847907743755,16.494035768027995,0,0,0,0,0,10,55,18,28,0,48,50,68,6,13
306,306,51a82cefe6d4e058ed392ea004572896,2016-05-07,417,3.728383940044951,15.161071143085532,43.165467625899275,5681.159090635496,13.623882711356107,0,0,0,0,0,8,48,73,25,48,57,99,59,6,13
307,307,51b528390e8e7780595f6009b1f4cf72,2016-05-06,240,3.379260545730962,13.923888888888886,47.5,3119.605482807651,12.998356178365212,0,0,0,0,0,49,52,63,22,54,0,0,0,6,10
308,308,52b193144c088d3aaf82dee6c4625155,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
309,309,52bc8ebc7db90d5b77453bf475677ebd,2016-05-08,47,3.228123911771417,14.650709219858156,65.95744680851064,645.5240167584226,13.734553548051545,0,0,0,0,0,1,0,40,0,0,6,0,0,6,11
310,310,531a726b5b0c925a1aa24b5a9d5ac333,2016-04-05,576,3.2667323164223294,14.315277777777775,49.305555555555564,7815.649779050211,13.568836421962173,0,33,57,49,55,47,47,63,41,59,41,31,53,2,13
311,311,53b03eb76e7c0e268c027a6868b9394c,2016-04-15,147,3.2929838394900384,11.281746031746032,32.6530612244898,1684.8896761747048,11.461834531800715,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
312,312,53e554eb940176c64fa8ee10a394f835,2016-05-11,236,3.2223573912708297,13.217443502824857,44.49152542372882,2895.732167901126,12.270051558903074,0,0,0,0,0,0,4,0,7,42,53,67,63,7,13
313,313,5420c76a41d255a40272c8f3c1f93c6a,2016-04-02,63,7.0924371836547015,15.277777777777775,6.349206349206349,999.836936613767,15.870427565297888,12,17,7,3,0,19,1,0,0,2,2,0,0,1,11
314,314,5479187ed46c2c87abacde90f4d8ed6f,2016-04-07,341,3.2701516918448967,13.094086021505374,40.469208211143695,4208.646278172003,12.342071196985344,0,17,52,0,51,42,0,0,0,36,33,35,75,2,13
315,315,548a85a2fbb4986fd7a632566e8cb9c3,2016-04-02,49,3.4020664574627246,12.767687074829931,22.448979591836732,544.8328480163711,11.11903771461982,19,11,0,0,11,8,0,0,0,0,0,0,0,1,6
316,316,554a4f92c47ec3280d3ca64f5250b023,2016-05-05,40,4.875259423117552,15.75,22.5,567.8318078777636,14.195795196944088,0,0,0,0,0,10,13,0,0,0,3,0,14,6,13
317,317,557b608dc1196be486e4928b62098895,2016-04-05,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
318,318,55b69c895ca72127d05a48035328b345,2016-05-03,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
319,319,55bec90600d21bd3513366d218f2b2f2,2016-05-10,650,4.317237548885305,14.366641025641027,49.846153846153854,9711.43376902331,14.940667336958938,0,0,0,0,0,0,98,121,106,89,82,103,51,7,13
320,320,55d70545197fd2c5cc68f14f3d5d6585,2016-04-30,289,4.741796407072331,11.955882352941178,29.75778546712803,3914.077308791181,13.543520099623466,0,0,0,0,20,54,48,25,35,17,24,48,18,5,13
321,321,55d7b17732745057aff29fcd0ce13014,2016-03-29,37,3.1895230510812054,16.13783783783784,45.94594594594594,491.5027761080112,13.283858813730033,2,0,4,19,12,0,0,0,0,0,0,0,0,1,5
322,322,561593fc7dd18e6a78c6ad5e7eef0061,2016-04-14,255,5.933895200492616,13.863660130718957,26.66666666666667,3909.2539378244096,15.330407599311409,0,0,4,18,23,40,11,33,5,0,17,68,36,3,13
323,323,569271b82c506166a23ffcfbf6f854f2,2016-05-11,318,5.36858814656862,15.14077568134172,35.22012578616353,4971.508836628683,15.633675586882651,0,0,0,0,0,0,37,51,60,39,28,34,69,7,13
324,324,56bda1ed3f3299ff6e8465398a498a5b,2016-05-07,51,8.519836532671901,17.770588235294113,7.84313725490196,904.964872913741,17.744409272818448,0,0,0,0,0,3,3,17,6,6,14,0,2,6,13
325,325,5718c878f7879770af94d41951431983,2016-04-19,39,3.737843798365503,16.014957264957268,41.02564102564103,554.1781497011197,14.209696146182553,0,0,0,6,4,6,15,0,0,8,0,0,0,4,10
326,326,5724816548576c2ccfcbd3d9d5072d23,2016-04-16,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
327,327,5785f300b54051f8791ab00c424416a3,2016-04-03,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
328,328,579967d1572ee95c66ffa1ca4077b61a,2016-03-29,36,4.965147893615464,18.410185185185185,13.888888888888891,502.415830638647,13.95599529551797,32,0,0,0,4,0,0,0,0,0,0,0,0,1,5
329,329,57c15602f0b088ce6b9e4f88edce149c,2016-04-20,49,4.189573974170677,13.251020408163265,34.693877551020414,686.9629343550771,14.019651721532185,0,0,0,4,15,0,15,15,0,0,0,0,0,4,8
330,330,57c355d13a3bcfd36b3245d03f3f9d69,2016-05-12,44,6.730723605498358,13.74810606060606,11.363636363636365,673.4999724856152,15.306817556491255,0,0,0,0,0,0,18,16,1,0,0,0,9,7,13
331,331,581129294fc7d1f43a4d1a372515dfaa,2016-04-17,432,3.5865835730221134,13.975154320987654,34.25925925925926,5709.323284641534,13.216026121855405,0,0,5,43,33,27,59,39,41,29,49,51,56,3,13
332,332,583740d998ccdf639276e797a6caa9df,2016-04-26,39,3.5541405251969826,11.940170940170939,7.6923076923076925,417.3446959602487,10.701146050262787,0,0,0,0,6,5,5,9,8,5,1,0,0,5,11
333,333,585b09e7ee2164f95b134866f3f412fb,2016-04-28,252,4.365700737816015,16.566071428571426,44.84126984126985,4110.168240228916,16.310191429479822,0,0,0,0,31,38,32,10,16,19,13,63,30,5,13
334,334,58d8c3038cd500e773aff605e28ce8a7,2016-04-30,50,5.5984813650316285,12.951666666666664,32.0,813.1181722714485,16.26236344542897,0,0,0,0,6,12,11,15,0,6,0,0,0,5,10
335,335,5943b68c2fa8bcfd0add30691fd9136b,2016-04-04,452,6.544360899444184,15.873008849557523,31.637168141592923,7544.70358971587,16.691822101141305,0,20,22,26,33,25,45,44,54,40,62,35,46,2,13
336,336,5a22303ccd79309f5324acc7b0e751bf,2016-04-14,48,3.0130105094842192,13.419444444444444,33.333333333333336,543.2737559744988,11.318203249468725,0,0,4,16,19,0,0,0,9,0,0,0,0,3,9
337,337,5a4306be3d5e1d5481e9237d2d211cb6,2016-04-22,292,3.396542545901996,14.098287671232875,50.0,4035.3795813118,13.819793086684248,0,0,0,10,48,45,7,44,44,19,22,41,12,4,13
338,338,5a880bc9cddbb3845438de87f859c360,2016-04-19,511,4.47756451654757,14.292824527071106,28.767123287671232,6858.356471963661,13.421441236719492,0,0,0,34,32,29,10,24,71,74,70,81,86,4,13
339,339,5ae3c8ba3ae2b9230664674dadf8535a,2016-05-05,258,3.8642616555315716,16.88313953488372,52.71317829457365,3815.828309608287,14.790032207784057,0,0,0,0,0,7,49,54,50,49,49,0,0,6,11
340,340,5b33db9198566d3fcc5aa0bdeb435d2a,2016-05-11,281,3.629670340313686,13.877580071174377,39.50177935943061,3604.384635048117,12.826991583801126,0,0,0,0,0,0,44,0,60,52,42,38,45,7,13
341,341,5bd37993cfff08be940348a466912238,2016-04-13,198,4.1355839077265255,14.873400673400676,48.989898989899,2915.439895529636,14.724443916816346,0,0,0,3,19,14,10,9,29,39,38,24,13,4,13
342,342,5c00ecb439cd4e2377e9bb3de84b0e74,2016-03-28,50,4.090285458635217,15.822666666666667,26.0,652.8151624630801,13.056303249261605,30,0,9,0,0,0,1,0,1,9,0,0,0,1,10
343,343,5cb230875b1a38b725085246444ffd0c,2016-04-21,283,5.063893584802953,15.467432273262661,24.73498233215548,4075.363225864848,14.400576769840452,0,0,0,11,46,24,25,29,19,33,24,22,50,4,13
344,344,5ccc0e6dc9c7475caf785cdce7b8eb7a,2016-04-05,919,4.295621399308955,13.572433804860356,37.867247007616974,12641.293097543088,13.755487592538724,0,56,50,42,50,65,69,88,68,83,106,120,122,2,13
345,345,5ceff5a3983505de6d021403c6975079,2016-04-12,348,5.1358242237947485,13.235536398467431,28.73563218390805,4934.8826497808595,14.180697269485233,0,0,24,42,24,18,26,26,41,25,37,36,49,3,13
346,346,5cf93f7d1d3a8f0cf395c84053c31b1b,2016-04-23,28,4.931901986439872,15.303571428571427,35.714285714285715,422.0323115293641,15.072582554620144,0,0,0,10,4,0,3,5,0,6,0,0,0,4,10
347,347,5cfe569d448c9a5e120ce15611e7c779,2016-04-17,243,4.73546628347147,14.443278463648832,41.56378600823045,3528.9885980629742,14.522586823304419,0,0,1,0,14,13,21,33,23,34,35,17,52,3,13
348,348,5cff9e4588a1d8b4b0fd703c4720421b,2016-04-05,292,3.60471730860145,14.084189497716894,25.0,3552.176679157295,12.16498862725101,0,18,39,29,25,25,23,24,22,20,28,21,18,2,13
349,349,5dca331aca1913f495071f3352fed0a2,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
350,350,5dd7009f3d7f049d3e38b155ecd3a24e,2016-04-12,328,2.9589864440717557,12.677388211382114,46.95121951219512,4004.5733689990916,12.209065149387474,0,0,78,71,0,0,15,4,12,9,71,64,4,3,13
351,351,5e37e705afb774452ab30d20b9561a0f,2016-04-25,52,5.973399511123049,15.474358974358973,13.461538461538463,752.5348940279866,14.47182488515359,0,0,0,0,10,5,7,0,4,7,6,6,7,5,13
352,352,5e5bfc73736d6aa15ac33ea01d47e5ee,2016-05-10,31,3.841426479378242,12.924731182795698,38.70967741935485,402.8921169765247,12.996519902468537,0,0,0,0,0,0,18,0,13,0,0,0,0,7,9
353,353,5e6bd3186b283c4e430332e1a3dd1b2e,2016-05-02,471,3.9027603646093847,14.500990799716911,32.90870488322717,6231.732854092356,13.23085531654428,0,0,0,0,0,65,58,58,74,55,68,38,55,6,13
354,354,5efe1190183936849880ece11b1ece77,2016-04-07,356,5.092346810326181,15.32176966292135,25.0,5279.286198968729,14.8294556150807,0,5,10,39,42,45,60,50,53,44,8,0,0,2,11
355,355,5f34c8fc5bdd33f14bb71999b8286aef,2016-05-04,31,4.098093508178268,13.999462365591397,32.25806451612903,400.711094765556,12.926164347276002,0,0,0,0,0,7,18,6,0,0,0,0,0,6,8
356,356,5f946639378f9e31eee8b927dd743949,2016-04-09,270,3.961955418577388,13.401666666666667,33.333333333333336,3456.4218151447176,12.801562278313767,0,7,19,24,28,35,37,11,18,29,14,30,18,2,13
357,357,5fce375e4e5c673c29e652df1ac0b903,2016-03-30,431,4.3260157346570605,15.575444702242846,26.450116009280737,5922.335011673522,13.740916500402605,32,34,32,42,38,52,35,55,43,0,0,0,68,1,13
358,358,604097f005384ad20d982e7584f27c09,2016-05-07,55,5.391188030779417,12.615454545454545,52.72727272727273,953.4269566820352,17.335035576037,0,0,0,0,0,5,12,7,21,10,0,0,0,6,10
359,359,609970e669f2c55d69abc3cb117c47f6,2016-04-05,418,3.5246149525589354,13.7890350877193,40.191387559808604,5394.081774827982,12.904501853655464,0,59,0,47,0,50,0,45,52,0,54,54,57,2,13
360,360,60a524518de0ab4261b0e71ee7011d64,2016-04-12,302,4.068884476273726,17.173178807947018,42.05298013245033,4411.923898755599,14.609019532303307,0,0,41,34,28,5,24,0,0,0,63,77,30,3,13
361,361,60f73dcab4a99269b597381b4958391f,2016-05-10,322,4.176045471207788,15.346635610766047,22.360248447204967,4221.4672194750665,13.110146644332506,0,0,0,0,0,0,30,31,33,37,80,50,61,7,13
362,362,619fb670865cb3e2583cc22fde1337f1,2016-04-11,670,3.102640203483805,12.939975124378108,44.17910447761193,8290.013032542309,12.373153779913896,0,0,111,96,89,92,94,59,62,64,3,0,0,3,11
363,363,61e12b63003cde2efb3d1068853915d4,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
364,364,6241b9c147df1d0c7027321d4e1d53cf,2016-05-06,231,3.6144364415581185,13.235209235209235,53.24675324675325,3100.1067733739683,13.420375642311551,0,0,0,0,0,13,74,65,55,24,0,0,0,6,10
365,365,62a95561a6b12acbf809772553ba1462,2016-05-09,178,3.1292854646394934,13.685018726591759,44.382022471910105,2252.4911574983125,12.654444705046698,0,0,0,0,0,0,42,17,17,26,10,52,14,7,13
366,366,62aa54591b22be467c5a36356f96915b,2016-05-11,358,3.5545054626300536,15.786545623836126,42.45810055865922,4782.456685451804,13.358817557127946,0,0,0,0,0,0,27,68,45,50,45,64,59,7,13
367,367,62c83d1a137771a5c82433c8b3f7fddb,2016-05-04,309,3.69802242194362,12.983279395900755,38.83495145631068,3974.044390700538,12.860985083173265,0,0,0,0,0,26,38,23,45,25,85,7,60,6,13
368,368,630559dc85053c746beafacbd590e8f0,2016-03-29,374,4.110729552068676,13.088279857397506,37.96791443850268,4982.416629356341,13.321969597209469,5,24,12,11,26,10,47,11,25,49,45,32,77,1,13
369,369,633310975f38cbaf67eb5043b4c6c77c,2016-04-04,380,3.6745792488977176,14.784473684210527,32.631578947368425,4884.325786568824,12.85348891202322,0,51,6,0,10,29,46,0,54,16,88,11,69,2,13
370,370,6455eac21c029b8d93ff09c2dffcea35,2016-04-01,37,9.840931938189199,15.896846846846847,29.72972972972973,764.6878177886589,20.667238318612398,1,0,0,0,2,0,8,7,0,3,11,4,1,1,13
371,371,646eba049df90f6bca2f51ce20004ac4,2016-04-21,368,4.73289651280217,13.73953804347826,32.88043478260869,5131.4733971027445,13.944221187779196,0,0,0,19,56,41,4,34,32,49,38,45,50,4,13
372,372,647bd8b8b02c285db177096a351f8e2c,2016-04-12,34,3.7434052249405867,15.723039215686276,23.529411764705888,434.8548924528067,12.789849778023727,0,0,10,13,0,0,4,0,0,0,0,7,0,3,12
373,373,64a4b6ed93e79d83422e5cfef3a1d01f,2016-04-19,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
374,374,64c401a44c495c2adcc834a3db3de11f,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
375,375,64e245c2e3f5c7658bc062e9840c04dc,2016-05-06,379,3.771335751036176,15.059938434476695,49.07651715039579,5314.967009977177,14.023659656931866,0,0,0,0,0,30,75,62,61,41,58,52,0,6,12
376,376,654c3e2ff69e4d6c9569212cbaf7af07,2016-05-09,507,4.508243042482115,15.579881656804734,32.74161735700197,7212.4695320794035,14.22577816978186,0,0,0,0,0,0,71,59,60,67,79,85,86,7,13
377,377,6580de4a0be125c140c30436c7c2c988,2016-05-06,231,4.113035609176885,13.864357864357865,35.064935064935064,3129.583962745597,13.54798252270821,0,0,0,0,0,18,27,27,51,30,12,26,40,6,13
378,378,65b885fb53d0d952ed5be174c9c2d76d,2016-04-04,171,3.6175194262556656,12.889668615984409,33.91812865497076,2110.4562255738374,12.341849272361625,0,25,14,10,9,10,25,0,0,0,0,29,49,2,13
379,379,65bacc9ccdbaf8341a7232d5cfdbb0bf,2016-05-12,250,3.88184224588962,13.1524,24.4,3032.23178085012,12.128927123400477,0,0,0,0,0,0,10,43,30,23,51,49,44,7,13
380,380,66290b00f9756a4c6808035244a4b9f6,2016-04-30,354,4.3048984041533265,14.329708097928435,34.463276836158194,4909.402582096809,13.868368875979689,0,0,0,0,7,36,38,43,46,63,65,36,20,5,13
381,381,6641cc5d8221699e7db3376fea5587ba,2016-05-10,303,4.210944600990727,12.695984598459845,34.98349834983498,3945.5302543465027,13.02155199454291,0,0,0,0,0,0,26,50,46,40,49,62,30,7,13
382,382,66f7bc876e24e26c5d71cb9a2a0e1222,2016-03-30,325,4.496981562436967,16.80758974358974,35.384615384615394,4894.7128908455215,15.06065504875545,2,17,51,23,40,36,35,18,29,30,4,40,0,1,12
383,383,67129f4eb32604d9e420da5bf6bb2469,2016-04-07,227,3.60857700223404,15.21189427312775,30.396475770925107,2935.1243575440844,12.930063249092884,0,20,23,22,19,12,45,16,6,29,8,23,4,2,13
384,384,671a36a580dd94c6a80d0dbe7fcaeabc,2016-05-13,202,3.705051834175427,15.312458745874586,24.257425742574252,2523.8285631842873,12.494200807843006,0,0,0,0,0,0,9,23,30,24,47,19,50,7,13
385,385,67771fd10458c38391b55774826e4c34,2016-04-28,366,4.439786299389881,14.671584699453552,36.612021857923494,5102.279066529346,13.94065318723865,0,0,0,0,27,39,47,72,76,17,35,40,13,5,13
386,386,67b153d9a373c6b824954f5001e4769d,2016-04-09,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
387,387,685a660507aba9066865ebfd62c48451,2016-05-13,33,4.646418200421706,14.868686868686867,36.36363636363637,496.9587514685109,15.059356105106389,0,0,0,0,0,0,6,8,4,0,6,9,0,7,12
388,388,687ab6ec9da9f17ebd4d8665d1988e0f,2016-05-05,425,3.67212134459212,13.996980392156866,34.35294117647059,5471.439040303265,12.87397421247827,0,0,0,0,0,14,42,73,51,68,54,60,63,6,13
389,389,689bdf87fb2de49f98bf4946cfaa5068,2016-04-04,794,3.815850758351774,12.169941225860619,31.10831234256927,9904.280778204109,12.473905262221804,0,50,71,82,64,63,89,85,63,55,67,61,44,2,13
390,390,68a84d00f61c9fd6900cd12e662d43fa,2016-04-06,267,4.383987126832509,13.729275905118602,21.348314606741575,3418.3528525254683,12.802819672380028,0,55,26,16,20,21,24,13,17,20,19,23,13,2,13
391,391,68b546b2f4102641d6774c1ce4f57457,2016-03-30,22,3.3774432658447218,15.17878787878788,22.72727272727273,259.3958657410284,11.790721170046744,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1
392,392,68c4e63e9663a4bd8d4e435601a26a37,2016-05-04,572,4.5440043136303725,15.40649766899767,38.28671328671329,8263.214350038941,14.446178933634512,0,0,0,0,0,60,68,83,85,69,55,87,65,6,13
393,393,68ec19c0d8af934976480dde7488ad83,2016-04-21,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
394,394,691b99ebc7251c00edc12eab9232c0c4,2016-04-30,39,4.528484841532427,12.229059829059826,35.8974358974359,542.9308696297862,13.921304349481698,0,0,0,0,0,0,3,6,9,7,11,1,2,7,13
395,395,699c387896f72e990239cbee1d81ff95,2016-04-20,254,3.9345786491043566,14.916732283464567,39.370078740157474,3495.202768958081,13.760640822669613,0,0,0,36,11,25,19,17,31,17,42,36,20,4,13
396,396,6a0b94ec26ca0805f971c293a9603887,2016-04-15,436,3.2947662287452038,12.812538226299695,39.67889908256881,5362.036577302915,12.298249030511274,0,0,25,0,52,36,41,22,54,59,57,56,34,3,13
